name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
BNA0628,"envia THERM GmbH",,17139,Malchin,DE,9.8,"Biomass and biogas","Steam turbine",yes,2003,,53.74186,12.78302,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0636,"MVV Energie AG","Otto-Hahn-Str. 1",68169,Mannheim,DE,17.9,"Biomass and biogas","Steam turbine",no,2003,,49.51644467,8.460246482,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0637,"Essity Operations Mannheim GmbH","Sandhofer Straße 176",68305,Mannheim,DE,40,"Biomass and biogas","Steam turbine",yes,2003,,49.5349,8.46358,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0692,"Pfleiderer Neumarkt GmbH","Dreichlinger Str. 76",92318,"Neumarkt i.d. Oberpfalz",DE,15.6,"Biomass and biogas","Steam turbine",yes,1997,,49.26133,11.4516,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0775,"B+S Papenburg Energie GmbH","Am Nordhafen 5",26871,Papenburg,DE,20,"Biomass and biogas","Steam turbine",no,2003,,53.09716,7.3954,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0797,"Heizkraftwerk Pforzheim GmbH","Hohwiesenweg 15",75175,Pforzheim,DE,12.3,"Biomass and biogas","Steam turbine",yes,2004,,48.89705,8.725,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0826,"Ökotech Ingenieurgesellschaft mbh","Maria-May-Straße 1",45665,Recklinghausen,DE,15,"Biomass and biogas","Steam turbine",yes,2004,,51.604008,7.250848,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0926a,"Sappi Stockstadt GmbH","Obernburger Straße 1-9",63811,Stockstadt,DE,13.9934,"Biomass and biogas","Steam turbine",yes,2003,,49.97745,9.06872,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1055,"InfraServ GmbH & Co. Wiesbaden KG",,65203,Wiesbaden,DE,6.7,"Biomass and biogas","Steam turbine",yes,2003,,50.040546,8.253248,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1091,"ENGIE Deutschland AG","Leininger Str. 1",85406,Zolling,DE,18.3,"Biomass and biogas","Steam turbine",yes,2003,,48.45534,11.8019,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1256,"LEIPA Georg Leinfelder GmbH","Kuhheide 1",16306,Schwedt,DE,13.3,"Biomass and biogas","Steam turbine",yes,1993,,53.08672,14.31935,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1335c,"Papier- u. Kartonfabrik Varel GmbH & Co. KG","Dangaster Straße 38",26316,Varel,DE,1.92,"Biomass and biogas","Combustion Engine",yes,2006,,53.40317,8.12821,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1337b,"DS Smith Paper Deutschland GmbH","Weichertstr. 7",63741,Aschaffenburg,DE,1.1,"Biomass and biogas","Steam turbine",yes,2005,,49.988218,9.155761,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1337c,"DS Smith Paper Deutschland GmbH","Weichertstr. 7",63741,Aschaffenburg,DE,0.8,"Biomass and biogas","Steam turbine",yes,2010,,49.988218,9.155761,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1398,"SWISS KRONO GmbH","Wittstocker Chaussee 1",16909,Heiligengrabe,DE,18.6,"Biomass and biogas","Steam turbine",yes,2002,,53.148966,12.379742,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1405b,"Fernwärme Ulm GmbH","Magirusstr. 21",89077,Ulm,DE,8.7,"Biomass and biogas","Steam turbine",yes,2004,,48.39704,9.96484,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1405c,"Fernwärme Ulm GmbH","Magirusstr. 21",89077,Ulm,DE,4.5,"Biomass and biogas","Steam turbine",yes,2012,,48.39704,9.96484,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1501,"Biomasse-Heizkraftwerk-Herbrechtingen GmbH","Oskar-von-Miller-Weg 1",89542,Herbrechtingen,DE,14,"Biomass and biogas","Steam turbine",yes,2004,,48.628498,10.200853,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA1522,"Geno Bioenergie Leasingfonds Erste GmbH & Co. KG","Ernst-Röwer-Ring 2",17329,Krackow,DE,17.8,"Biomass and biogas","Steam turbine",yes,2006,,53.320352,14.271028,,"Renewable energy",Bioenergy,"Biomass and biogas",,,BNetzA/UBA
BNA0011,"Papierfabrik Albbruck GmbH",,79774,Albbruck,DE,28,"Hard coal","Steam turbine",yes,2009,,47.58931,8.13261,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0019,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,336,"Hard coal","Steam turbine",yes,1997,CHP,48.717611,9.374917,11WD4AL1KU1-S--E,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0020,"EnBW Energie Baden-Württemberg AG","Industriestraße 11",73776,Altbach,DE,433,"Hard coal","Steam turbine",yes,1985,CHP,48.717611,9.374917,11WD4AL1KU1-S--E,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0067,"STEAG GmbH",,59192,Bergkamen,DE,717,"Hard coal","Steam turbine",no,1981,,51.63702,7.6191,11WD7BERG1S--KWB,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0082,"Vattenfall Wärme Berlin AG","Otternbuchtstr. 11",13599,Berlin,DE,124,"Hard coal","Steam turbine",yes,1969,,52.532146,13.246072,11WD8REUT5X----M,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0085a,"Vattenfall Wärme Berlin AG","Friedrich-Krause-Ufer 10- 15",13353,Berlin,DE,89,"Hard coal","Steam turbine",yes,1990,CHP,52.53735111,13.34611416,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0086,"Vattenfall Wärme Berlin AG","Großer Spreering 5",13599,Berlin,DE,282,"Hard coal","Steam turbine",yes,1987,CHP,52.53508792,13.24264526,11WD8REUW1C----4,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0087,"Vattenfall Wärme Berlin AG","Großer Spreering 5",13599,Berlin,DE,282,"Hard coal","Steam turbine",yes,1988,CHP,52.53508792,13.24264526,11WD8REUW1C----4,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0093,"STEAG GmbH",Grubenstraße,66450,Bexbach,DE,726,"Hard coal","Steam turbine",no,1983,,49.363481,7.237136,11WD7MITB1S--KWK,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0138,"Braunschweiger Versorgungs-AG & Co. KG",,38106,Braunschweig,DE,43.3,"Hard coal","Combined cycle",yes,1984,CHP,52.278611,10.514722,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0144,"swb Erzeugung AG & Co. KG","Hastedter Osterdeich 255",28207,Bremen,DE,119,"Hard coal","Steam turbine",yes,1989,CHP,53.06008,8.87328,11WD2BHAS000271O,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0145,"swb Erzeugung GmbH & Co. KG","Otavistr. 7-9",28237,Bremen,DE,127,"Hard coal","Steam turbine",yes,1968,,53.12482,8.72887,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0146,"swb Erzeugung AG & Co. KG","Otavistr. 7-9",28237,Bremen,DE,303,"Hard coal","Steam turbine",yes,1979,,53.124861,8.728657,11WD2BHAF000272F,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0147,"ENGIE Deutschland AG","Wilhelmshavener Str. 6",28777,Bremen,DE,350,"Hard coal","Steam turbine",no,1969,,53.20206653,8.516153926,11WD2FARK000287K,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0187,"Uniper Kraftwerke GmbH ",,45711,Datteln,DE,95,"Hard coal","Steam turbine",yes,1964,,51.62952,7.331174,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0188,"Uniper Kraftwerke GmbH ",,45711,Datteln,DE,95,"Hard coal","Steam turbine",yes,1964,,51.62952,7.331174,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0189,"Uniper Kraftwerke GmbH ",,45711,Datteln,DE,113,"Hard coal","Steam turbine",no,1969,,51.62952,7.331174,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0203,"Uniper Kraftwerke GmbH ",,44357,Dortmund,DE,345,"Hard coal","Steam turbine",yes,1971,,51.56846926,7.349182511,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0211,"Stadtwerke Duisburg AG",Zirkelstraße,47053,Duisburg,DE,95,"Hard coal","Steam turbine",yes,1985,,51.429324,6.751984,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0212,"Stadtwerke Duisburg AG",Zirkelstraße,47053,Duisburg,DE,133,"Hard coal","Steam turbine",yes,1965,,51.429324,6.751984,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0215,"Steag GmbH","Dr. Wilhelm-Roelen-Str.129",47179,Duisburg,DE,129,"Hard coal","Steam turbine",no,1959,,51.528611,6.711944,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0216a,"Steag GmbH","Dr. Wilhelm-Roelen-Str.129",47180,Duisburg,DE,370,"Hard coal","Steam turbine",yes,1988,CHP,51.52672,6.71868,11WD7WALS1S--KW0,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0216b,"STEAG-EVN Walsum 10 Kraftwerksgesellsellschaft mbH","Dr. Wilhelm-Roelen-Str.129",47180,Duisburg,DE,725,"Hard coal","Steam turbine",yes,2013,CHP,51.52672,6.71868,11WD7WALS1S--KW0,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0252,"Gemeinschaft nach Bruchteilen der Saarstahl AG (SAG) und Saarschmiede GmbH Freiformschmiede (SSF)","Kurt Kessler Str. 1",66806,Ensdorf,DE,283,"Hard coal","Steam turbine",no,2011,,49.293248,6.770937,11WD7ENSD5SKW3-E,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0253,"VSE AG, Kraftwerk Ensdorf",Kurt-Kessler-Str.,66806,Ensdorf,DE,106,"Hard coal","Steam turbine",yes,1963,,49.293248,6.770937,11WD7ENSD2SKW1-4,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0261b,"Erlanger Stadtwerke AG"," Äußere Bruckerstr. 33",91052,Erlangen,DE,17.4,"Hard coal","Steam turbine",yes,1982,,49.59283,11.00148,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0270,"Stadtwerke Flensburg GmbH","Batteriestr. 48",24939,Flensburg,DE,31,"Hard coal","Combined cycle",yes,1992,CHP,54.80495,9.43244,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0271,"Stadtwerke Flensburg GmbH","Batteriestr. 48",24939,Flensburg,DE,33,"Hard coal","Combined cycle",yes,1989,CHP,54.80495,9.43244,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0272,"Stadtwerke Flensburg GmbH","Batteriestr. 48",24939,Flensburg,DE,33,"Hard coal","Combined cycle",yes,1985,CHP,54.80495,9.43244,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0273,"Stadtwerke Flensburg GmbH","Batteriestr. 48",24939,Flensburg,DE,35,"Hard coal","Steam turbine",yes,1982,,54.80495,9.43244,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0274,"Stadtwerke Flensburg GmbH","Batteriestr. 48",24939,Flensburg,DE,23,"Hard coal","Steam turbine",yes,1978,,54.80495,9.43244,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0289b,"Mainova AG","Gutleutstraße 231",60627,"Frankfurt am Main",DE,61.5,"Hard coal","Steam turbine",yes,1988,CHP,50.09843,8.65313,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0290,"Mainova AG","Gutleutstraße 231",60627,"Frankfurt am Main",DE,61.5,"Hard coal","Steam turbine",yes,1989,CHP,50.09843,8.65313,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0331,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,345,"Hard coal","Steam turbine",yes,1969,,51.60236802,7.009894096,11WD7SCHO-S--KWW,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0332,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,345,"Hard coal","Steam turbine",yes,1968,,51.60236802,7.009894096,11WD7SCHO-S--KWW,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0333,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,345,"Hard coal","Steam turbine",yes,1970,,51.60236802,7.009894096,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0334,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,345,"Hard coal","Steam turbine",yes,1971,,51.60236802,7.009894096,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0335,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,676,"Hard coal","Steam turbine",no,1979,,51.60236802,7.009894096,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0336,"Uniper Kraftwerke GmbH ",,45896,Gelsenkirchen,DE,70,"Hard coal","Steam turbine",yes,1985,,51.59696,7.00452,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0375,"Uniper Kraftwerke GmbH ",,63538,Großkrotzenburg,DE,249,"Hard coal","Steam turbine",yes,1965,,50.088553,8.953399,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0376,"Uniper Kraftwerke GmbH ",,63538,Großkrotzenburg,DE,293,"Hard coal","Steam turbine",no,1970,,50.088553,8.953399,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0377,"Uniper Kraftwerke GmbH ",,63538,Großkrotzenburg,DE,510,"Hard coal","Steam turbine",yes,1992,CHP,50.088553,8.953399,11WD2STAU0001800,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0402,"Wärme Hamburg GmbH","Andreas-Meyer-Straße 8",22113,Hamburg,DE,194,"Hard coal","Steam turbine",yes,1993,CHP,53.52616631,10.06317616,11WD8TIEF5X----V,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0403,"Wärme Hamburg GmbH","Tinsdaler Weg 146",22880,Wedel,DE,123,"Hard coal","Steam turbine",yes,1962,CHP,53.56695702,9.724445343,11WD8WED15C----Q,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0404,"Wärme Hamburg GmbH","Tinsdaler Weg 146",22880,Wedel,DE,137,"Hard coal","Steam turbine",yes,1961,CHP,53.56695702,9.724445343,11WD8WED15C----Q,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0413a,"RWE Generation SE",,59071,Hamm-Uentrop,DE,284,"Hard coal","Steam turbine",no,1969,,51.680278,7.969722,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0413b,"RWE Generation SE",,59071,Hamm-Uentrop,DE,765,"Hard coal","Steam turbine",no,2014,,51.680278,7.969722,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0413c,"RWE Generation SE",,59071,Hamm-Uentrop,DE,763.7,"Hard coal","Steam turbine",no,2014,,51.680278,7.969722,11WD7WEST1S-KW-K,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0414,"RWE Generation SE",,59071,Hamm-Uentrop,DE,152,"Hard coal","Steam turbine",no,1963,,51.67782,7.9742,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0415,"RWE Generation SE",,59071,Hamm-Uentrop,DE,152,"Hard coal","Steam turbine",no,1963,,51.67782,7.9742,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0420,"enercity AG",,30419,Hannover,DE,136,"Hard coal","Steam turbine",yes,1989,CHP,52.42,9.648611,11WD2HANN5C----0,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0421,"enercity AG",,30419,Hannover,DE,136,"Hard coal","Steam turbine",yes,1989,CHP,52.42,9.648611,11WD2HANN5C----0,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0432,"EnBW Energie Baden-Württemberg AG","Lichtenbergerstraße 23",74076,Heilbronn,DE,125,"Hard coal","Steam turbine",no,1965,,49.177334,9.206318,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0433,"EnBW Energie Baden-Württemberg AG","Lichtenbergerstraße 23",74076,Heilbronn,DE,125,"Hard coal","Steam turbine",no,1966,,49.177334,9.206318,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0434,"EnBW Energie Baden-Württemberg AG","Lichtenbergerstraße 23",74076,Heilbronn,DE,778,"Hard coal","Steam turbine",yes,1985,CHP,49.177334,9.206318,11WD4HLBR1CS---A,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0447,"Steag GmbH","Hertener Str. 16",44653,Herne,DE,133,"Hard coal","Steam turbine",no,1963,,51.550753,7.187481,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0448,"Uniper Kraftwerke GmbH ",,44652,Herne,DE,132,"Hard coal","Steam turbine",yes,1957,,51.52849121,7.17779686,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0449,"Steag GmbH","Hertener Str. 16",44654,Herne,DE,280,"Hard coal","Steam turbine",yes,1966,,51.550753,7.187481,11WD7HERN2S--KWU,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0450,"Steag GmbH","Hertener Str. 16",A-44655,Herne,DE,449,"Hard coal","Steam turbine",yes,1989,CHP,51.550753,7.187481,11WD7HERN2S--KWU,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0464,"Kraftwerk Mehrum GmbH",,31249,"Hohenhameln OT Mehrum",DE,690,"Hard coal","Steam turbine",no,1979,,52.3150224,10.09141738,11WD2MEHR2CSWH-O,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0493,"RWE Generation SE",,49479,Ibbenbüren,DE,794,"Hard coal","Steam turbine",yes,1985,,52.28881179,7.747906179,11WD7IBBE2S--KW6,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0498,"Infraserv GmbH & Co. Höchst KG",,65926,"Industriepark Höchst",DE,66,"Hard coal","Steam turbine",yes,1989,,50.09178,8.53105,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0510b,"SWK Stadtwerke Kaiserslautern, Versorgungs-AG",,67655,Kaiserslautern,DE,13.4,"Hard coal","Steam turbine",yes,1996,,49.43461,7.75824,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0518a,"EnBW Energie Baden-Württemberg AG","Fettweisstraße 42",76189,Karlsruhe,DE,517,"Hard coal","Steam turbine",yes,1985,CHP,49.0125,8.302778,11WD4DAXLA-S---T,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0518b,"EnBW Energie Baden-Württemberg AG","Fettweisstraße 42",76189,Karlsruhe,DE,834,"Hard coal","Steam turbine",yes,2014,,49.0125,8.302778,11WD4DAXLA-S---T,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0526,"Gemeinschaftskraftwerk Kiel GmbH",,24149,Kiel,DE,323,"Hard coal","Steam turbine",yes,1970,,54.33945,10.1766,11WD2KIKW000301W,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0557a,"Currenta GmbH & Co. OHG","CHEMPARK, Geb. L 57",47812,Krefeld-Uerdingen,DE,26,"Hard coal","Steam turbine",yes,1957,,51.369811,6.6615,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0557b,"Currenta GmbH & Co. OHG","CHEMPARK, Geb. N 230",47812,Krefeld-Uerdingen,DE,110,"Hard coal","Steam turbine",yes,1971,,51.369811,6.6615,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0600b,"Currenta GmbH & Co. OHG","CHEMPARK, Geb. G 22",51368,Leverkusen,DE,103,"Hard coal","Steam turbine",yes,1962,IPP,51.368872,6.654106,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0618,"Steag GmbH","Moltkestr. 215",44536,Lünen,DE,149,"Hard coal","Steam turbine",no,1962,,51.61403992,7.481253974,11WD7LUNE2S--KW8,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0619,"Steag GmbH","Moltkestr. 215",44537,Lünen,DE,324,"Hard coal","Steam turbine",yes,1970,,51.61403992,7.481253974,11WD7LUNE2S--KW8,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0642,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,202.5,"Hard coal","Steam turbine",yes,1966,,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0643,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,202.5,"Hard coal","Steam turbine",yes,1970,,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0644,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,255,"Hard coal","Steam turbine",yes,2005,,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0645,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,425,"Hard coal","Steam turbine",yes,1982,CHP,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0646a,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,435,"Hard coal","Steam turbine",yes,1993,CHP,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0646b,"Grosskraftwerk Mannheim AG","Marguerrestraße 1",68199,Mannheim,DE,843,"Hard coal","Steam turbine",yes,2015,CHP,49.445694,8.490444,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0660,"Evonik Degussa GmbH","Paul-Baumann-Str. 1",45772,Marl,DE,55.56,"Hard coal","Combined cycle",yes,1971,CHP,51.68037,7.09688,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0661,"Evonik Degussa GmbH","Paul-Baumann-Str. 1",45772,Marl,DE,60.4,"Hard coal","Steam turbine",yes,1966,,51.68037,7.09688,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0662a,"Evonik Degussa GmbH","Paul-Baumann-Str. 1",45772,Marl,DE,68.4,"Hard coal","Combined cycle",yes,1983,CHP,51.68037,7.09688,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0662b,"Evonik Degussa GmbH","Paul-Baumann-Str. 1",45772,Marl,DE,169.32,"Hard coal","Combined cycle",yes,1940,CHP,51.68037,7.09688,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0758,"Energieversorgung Offenbach AG",,63067,Offenbach,DE,54,"Hard coal","Steam turbine",yes,1990,,50.065155,8.768964,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0793,"Uniper Kraftwerke GmbH ",,32469,Petershagen,DE,875,"Hard coal","Steam turbine",no,1987,,52.38279238,8.996004114,11WD2HEKW000297X,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0801,"Heizkraftwerk Pforzheim GmbH","Hohwiesenweg 15",75175,Pforzheim,DE,26.9,"Hard coal","Steam turbine",yes,1990,,48.88316,8.6653,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0812,"Gemeinschaftskraftwerk Veltheim GmbH",,32457,"Porta Westfalica",DE,93,"Hard coal","Steam turbine",no,1965,,52.19004,8.93318,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0813,"Uniper Kraftwerke GmbH ",,32457,"Porta Westfalica",DE,303,"Hard coal","Steam turbine",no,1970,,52.19004,8.93318,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0820,"Steag GmbH","Holzer Straße",66287,Quierschied,DE,655.6,"Hard coal","Steam turbine",yes,1976,,49.33413028,7.031355928,11WD7WEIH2S--KWV,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0849,"EnBW Energie Baden-Württemberg AG","Am Kühlturm 1",18147,Rostock,DE,514,"Hard coal","Steam turbine",yes,1994,,54.14282177,12.13287489,11WD8ROST1C---P5,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0861b,"Energie SaarLorLux AG",,66121,Saarbrücken,DE,50,"Hard coal","Steam turbine",yes,1988,CHP,49.223899,7.014899,11WD7UCHT5XROSOK,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0926b,"Sappi Stockstadt GmbH","Obernburger Straße 1-9",63811,Stockstadt,DE,24.79,"Hard coal","Steam turbine",yes,1970,,49.97745,9.06872,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0934,"EnBW Energie Baden-Württemberg AG","Langwiesenweg 23",70376,Stuttgart,DE,22.6,"Hard coal","Steam turbine",yes,2009,,48.782453,9.231483,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0935,"EnBW Energie Baden-Württemberg AG","Voltastraße 45",70376,Stuttgart,DE,45,"Hard coal","Steam turbine",yes,1982,CHP,48.815833,9.221111,11WD4MUST5G----B,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0936,"EnBW Energie Baden-Württemberg AG","Voltastraße 45",70376,Stuttgart,DE,45,"Hard coal","Steam turbine",yes,1984,CHP,48.815833,9.221111,11WD4MUST5G----B,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0969b,"SWM Services GmbH",,85774,Unterföhring,DE,332.7,"Hard coal","Steam turbine",yes,1991,CHP,48.180506,11.639612,11WD2NO2K000308Z,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0989,"Steag GmbH","Frankfurter Str. 430",46563,Voerde,DE,318,"Hard coal","Steam turbine",no,1971,,51.57962,6.67888,11WD7GKWE2S--KW8,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0990,"Steag GmbH","Frankfurter Str. 430",46562,Voerde,DE,322,"Hard coal","Steam turbine",no,1971,,51.57962,6.67888,11WD7GKWE2S--KW8,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0991,"RWE Generation SE","Frankfurter Str 430",46562,Voerde,DE,695,"Hard coal","Steam turbine",no,1982,,51.576475,6.689428,11WD7VOER1S--KWG,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0992,"RWE Generation SE","Frankfurter Str 430",46563,Voerde,DE,695,"Hard coal","Steam turbine",no,1985,,51.576475,6.689428,11WD7VOER1S--KWG,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0998,"Steag GmbH","Saarbrücker Straße 135-137",66333,Völklingen-Fenne,DE,179,"Hard coal","Steam turbine",yes,1982,CHP,49.249018,6.879244,11WD7VOLK5S--KWI,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA0999,"Steag GmbH","Saarbrücker Straße 135-137",66333,Völklingen-Fenne,DE,211,"Hard coal","Steam turbine",yes,1989,CHP,49.249018,6.879244,11WD7VOLK5S--KWI,"Fossil fuels","Hard coal",,,,BNetzA/UBA
BNA1005,"EnBW Energie Baden-Württemberg AG",Mühlstraße,74399,Walheim,DE,96,"Hard coal","Steam turbine",no,1964,,49.017472,9.157389,,"Fossil fuels","Hard coal",,,,BNetzA/UBA
